epsilon,sigma,f1_seed_42,f1_seed_123,f1_seed_456,f1_seed_789,f1_seed_1234,f1_seed_2025,f1_seed_515,f1_seed_197,f1_seed_314,f1_seed_1000,f1_mean,f1_std,acc_seed_42,acc_seed_123,acc_seed_456,acc_seed_789,acc_seed_1234,acc_seed_2025,acc_seed_515,acc_seed_197,acc_seed_314,acc_seed_1000,acc_mean,acc_std,average
80.0,0.3028,65.9854,46.2997,65.8089,80.0,26.8268,60.7756,61.1584,75.5864,66.3211,31.0432,57.9805,16.8531,97.9303,92.5122,96.0521,98.1161,87.5302,91.6206,94.9715,94.923,96.3636,87.2273,93.7247,3.726,75.8526
