epsilon,sigma,f1_seed_42,f1_seed_123,f1_seed_456,f1_seed_789,f1_seed_1000,f1_seed_1542,f1_seed_9,f1_seed_342,f1_seed_691,f1_seed_2000,f1_mean,f1_std,acc_seed_42,acc_seed_123,acc_seed_456,acc_seed_789,acc_seed_1000,acc_seed_1542,acc_seed_9,acc_seed_342,acc_seed_691,acc_seed_2000,acc_mean,acc_std,average
20.0,0.2665,60.0972,83.1478,65.8089,80.0,45.1406,64.0984,43.1165,44.8618,60.7101,66.2716,61.3253,13.2048,94.2992,98.128,96.0521,98.1161,93.5504,92.6646,54.7571,90.0123,96.2443,93.9111,90.7735,12.2357,76.04939999999999
